title,company,location,salary,experience,degree,tags,job_description,job_url,source,scraped_at
大数据技术专业教师,上海东海职业技术学院,上海,9000-15000元,经验不限,硕士,,1.高级职称或博士或高级技师；|2.三年内以第一作者身份发表高水平论文、获得科研成果奖励、获得技能竞赛奖项/技术革新案例者优先。,http://www.zhaopin.com/jobdetail/CC197664910J40785386016.htm?refcode=4019&srccode=401903&preactionid=d5334a9b-2ed9-4a08-9cc5-5adaf2363244,zhaopin,2026-03-13 17:42:37
大数据SaaS软件销售顾问—晋升快，前景优！,企知道大数据科技有限公司,天津,7000-14000元,1-3年,本科,,工作职责：|1、负责意向客户的开发、洽谈、跟进及转化，完成个人既定业绩目标；|2、与企业建立深度合作关系，解决产品售卖过程中的问题，提高客户满意度；|3、定期定量进行回访工作，做好客情维护工作。|4、与客户建立长期良好合作关系，提供全面的一站式服务。|5、公司有健全的培训体系，无相关行业经验亦可快速上手。|任职要求：|1、本科及以上学历，1-3年销售经验，有B端销售经验者优先。|2、口齿清晰，普通话标准，语音富有感染力，积极向上的90后。|3、对工作有较高的热情，看好知识产权行业的发展前景。|4、具备较强的自我学习和总结能力，具备优秀的客户沟通能力。|5、执行力强，追求团队带动个人价值，具备良好的应变能力和承压能力。|岗位福利：|1、创业福利：工作努力、表现突出、并且力求上进者，有资格入股成为维正集团分公司股东。|2、培训福利：每月均有不定期的各种培训，如专利、项目、财税、商务谈判等专业知识培训。|3、晋升规划：集团拥有公平公开、健全的干部培养计划，能提供长远发展的职业发展平台。|4、年终奖：公司每年年底根据企业经济效益与员工表现对在岗人员发放年终奖。|5、节假日福利：中秋、春节等传统节日公司统一发放礼品、维正家人聚餐等活动。|6、生日福利：生日当天会收到来自集团所有人的祝福，并有惊喜等你。|7、其他福利：五险一金、补充意外险、年度体检、团建活动，精美下午茶等。,http://www.zhaopin.com/jobdetail/CCL1464680980J40804010708.htm?refcode=4019&srccode=401903&preactionid=d5334a9b-2ed9-4a08-9cc5-5adaf2363244,zhaopin,2026-03-13 17:42:39
大数据系统级测试工程师,北京三快在线科技有限公司,成都,面议,5-10年,本科,,"基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。|在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。|在这里，我们有超强的技术氛围，持续向社区贡献业界实践，加速行业技术发展；我们有完善的互联网学习生态圈，重视底层逻辑和方法论，助力职业生涯的非线性成长。|真诚地邀请你，和我们一起驱动技术发展，创造行业价值。|岗位职责|1.负责大数据相关业务（数据引擎、数据中台、数据应用等）全流程的质量保证工作；|2.参与需求分析评审、系统设计、制定测试计划、设计和执行测试用例、开发维护自动化测试用例、把控项目进度和风险、分析和改进线上问题等；|3.根据项目需要，推动产品、设计、研发等角色，按时保质交付产品上线；|4.分析产品质量和研发过程质量，熟练应用质量相关工具，推动质量持续改进；|5.建设大数据稳定性测试体系，包括性能压测、可靠性、长稳、规格等，保障并支撑业务的稳定性指标达成，提升团队稳定性测试能力；|6.提升团队自动化开发效率、覆盖率、运营效果，结合AI在测试流程生命周期里解决能效问题，高效保障需求上线和质量保障工作；|岗位基本需求|1.计算机或相关专业本科及以上学历，6年以上大数据测试经验者优先；|2.熟悉大数据相关组件，包括hadoop、spark,clickhouse等存算湖仓引擎；|3.熟悉数据中台和数据应用，进行过数据开发治理、BI报表、画像等数据平台和应用测试；|4.精通测试和质量理论知识，掌握稳定性测试方法并有相关的优秀实践；|5.能够指导团队开展各环节测试，沉淀切实有效的最佳实践，并推广应用辐射团队；|6.独立完成复杂专项测试，指导团队完成专项测试；|7.具有良好的编程能力（熟悉Java/Python至少一门语言），丰富的工具开发和自动化测试经验；|8.熟练使用Linux系统，具有实际测试环境搭建和维护管理的经验；|9.熟悉容器化平台（K8S），具有相关的测试和维护管理经验；|10.具备良好的团队合作精神，善于协调沟通，具备较强的问题定位和推动解决能力；|11.具备较强的抗压能力，能面对大数据的机遇与挑战，在较大压力下保持工作激情；|具备以下者优先|1.具有大数据相关测试经验优先；|2.熟悉Hadoop生态相关技术并有相关实践经验者优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；|3.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理|4.具备自动化框架开发、AI agent开发实践者优先；|5.具备国际化出海测试经验者优先；|岗位亮点|1.有机会全身心地参与大数据测试体系建设工作中，体验并掌握大数据生态各个环节的核心技术要素；|2.有复杂的架构设计和算法逻辑实现，有承接面对上亿级的数据生态场景，每天处理PB级的数据平台，以及构建其上满足不同业务需求的丰富的数据产品；|3.这里有技术专业的数据团队，和技术大牛近距离接触，加入团队能够飞速成长；|4.在这里你可以和一群 geek 工程师一起解决技术难题，一起成长，一起体验激情创造的过程；",http://www.zhaopin.com/jobdetail/CC383625320J40752440309.htm?refcode=4019&srccode=401903&preactionid=d5334a9b-2ed9-4a08-9cc5-5adaf2363244,zhaopin,2026-03-13 17:42:41
下属企业海南金垦赛博信息科技有限公司技术开发岗大数据方向（劳务派遣）,海南农垦科技集团有限公司,海口,7000-10000元,海秀,5-10年,,一.用工形式：劳务派遣|二.任职要求：|1.大学本科及以上学历，计算机科学与技术、软件工程等相关专业；|2.原则年龄35周岁以下；|3.具备5年及以上大数据平台设计与研发经验，具备全面的数据架构能力；|4.熟悉主流大数据技术体系及其底层架构原理，包括 Hadoop、Spark、Flink等，能够进行合理组件选型与性能调优；|5.熟悉主流关系型与非关系型数据库的架构原理与实践，包括MySQL、PostgreSQL、Redis等，具备数据建模和查询优化能力；|6.能够综合评估大数据平台架构的可行性、可扩展性与性能指标，并提出优化方案；|7.对数据治理体系与数据架构方法论有深入理解，能够结合业务场景推动数据标准、数据质量、元数据、主数据等治理工作；|8.具备较强的自我驱动力与问题解决能力，逻辑思维清晰，善于归纳总结；具备良好的沟通协调能力和跨部门协作能力，能在复杂环境中高效推进项目落地。|9.特别优秀的可适当放宽相关要求。|三.工作内容：|1.负责大数据平台(包括数据建模、数据架构、数据治理、数据管理、数据安全、数据运营等技术领域)的设计、开发、维护、优化；|2.构建数据中台服务体系，满足客户敏捷化数据分析、挖掘需求，提供多场景、高效的数据支持服务；|3.建设数据仓库，为离线批处理及实时流处理提供平台技术及数据支撑；|4.协助处理与数据相关的技术问题并支持其数据基础架构需求；|5.研究与跟踪大数据技术发展方向并推进技术演进和优化，大数据应用支持及大数据平台的扩容、集群安全等的实施及推进；|6.负责数据模型的设计，ETL实施，ETL性能优化，ETL数据监控以及相关技术问题的解决；|7.制定数据管理规范和流程，统筹实施数据指标体系和经营分析模型，提升数据文化并实现数据价值。|8.完成公司及部门领导交代的其他工作。,http://www.zhaopin.com/jobdetail/CCL1368456080J40920317908.htm?refcode=4019&srccode=401903&preactionid=d5334a9b-2ed9-4a08-9cc5-5adaf2363244,zhaopin,2026-03-13 17:42:43
大数据AI+知识产权赛道-储备干部（管理）,企知道大数据科技有限公司,天津,8000-15000元,3-5年,本科,,岗位职责：|工作职责:|1、通过电话、网络、面谈等渠道挖掘潜在客户，将其转为意向客户|2、负责销售团队的管理工作，带领团队完成销售目标；|3、执行公司销售政策及流程，根据销售任务制定部门销售计划及销售策略；|4、监督下属团队销售计划的执行情况，针对问题提出有效的指导建议和改善措施；|任职要求：|1、统招本科及以上学历，具有B端软件销售经验优先。|2、有多年的销售管理经验，有独立谈单/签单及带队经验，面试定级（储备组长，储备主管，储备经理）。|3、口齿清晰，普通话标准，语音富有感染力，积极向上的90后。|4、对工作有较高的热情，看好知识产权行业的发展前景。|5、具备较强的自我学习和总结能力，具备优秀的客户沟通能力。|6、执行力强，追求团队带动个人价值，具备良好的应变能力和承压能力。|岗位福利：|1、创业福利：工作努力、表现突出、并且力求上进者，有资格入股成为维正集团分公司股东。|2、培训福利：每月均有不定期的各种培训，如专利、项目、认证、财税、商务谈判等专业知识培训。|3、晋升规划：集团拥有公平公开、健全的干部培养计划，能提供长远发展的职业发展平台。|4、年终奖：公司每年年底根据企业经济效益与员工表现对在岗人员发放年终奖。|5、节假日福利：中秋、春节等传统节日公司统一发放礼品、维正家人聚餐等活动。|6、生日福利：维正家人生日当天会收到来自集团所有人的祝福，并有惊喜等你。|7、其他福利：五险一金、补充意外险、年度体检、团建活动，精美下午茶等。|上班时间：|冬令时：8:30-18:00（午休12:00-13:30）|夏令时：8:30-18:00（午休12:00-14:00）,http://www.zhaopin.com/jobdetail/CCL1464680980J40801431708.htm?refcode=4019&srccode=401903&preactionid=d5334a9b-2ed9-4a08-9cc5-5adaf2363244,zhaopin,2026-03-13 17:42:46
大数据系统级测试工程师,北京三快在线科技有限公司,北京,面议,5-10年,本科,,"基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。|在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。|在这里，我们有超强的技术氛围，持续向社区贡献业界实践，加速行业技术发展；我们有完善的互联网学习生态圈，重视底层逻辑和方法论，助力职业生涯的非线性成长。|真诚地邀请你，和我们一起驱动技术发展，创造行业价值。|岗位职责|1.负责大数据相关业务（数据引擎、数据中台、数据应用等）全流程的质量保证工作；|2.参与需求分析评审、系统设计、制定测试计划、设计和执行测试用例、开发维护自动化测试用例、把控项目进度和风险、分析和改进线上问题等；|3.根据项目需要，推动产品、设计、研发等角色，按时保质交付产品上线；|4.分析产品质量和研发过程质量，熟练应用质量相关工具，推动质量持续改进；|5.建设大数据稳定性测试体系，包括性能压测、可靠性、长稳、规格等，保障并支撑业务的稳定性指标达成，提升团队稳定性测试能力；|6.提升团队自动化开发效率、覆盖率、运营效果，结合AI在测试流程生命周期里解决能效问题，高效保障需求上线和质量保障工作；|岗位基本需求|1.计算机或相关专业本科及以上学历，6年以上大数据测试经验者优先；|2.熟悉大数据相关组件，包括hadoop、spark,clickhouse等存算湖仓引擎；|3.熟悉数据中台和数据应用，进行过数据开发治理、BI报表、画像等数据平台和应用测试；|4.精通测试和质量理论知识，掌握稳定性测试方法并有相关的优秀实践；|5.能够指导团队开展各环节测试，沉淀切实有效的最佳实践，并推广应用辐射团队；|6.独立完成复杂专项测试，指导团队完成专项测试；|7.具有良好的编程能力（熟悉Java/Python至少一门语言），丰富的工具开发和自动化测试经验；|8.熟练使用Linux系统，具有实际测试环境搭建和维护管理的经验；|9.熟悉容器化平台（K8S），具有相关的测试和维护管理经验；|10.具备良好的团队合作精神，善于协调沟通，具备较强的问题定位和推动解决能力；|11.具备较强的抗压能力，能面对大数据的机遇与挑战，在较大压力下保持工作激情；|具备以下者优先|1.具有大数据相关测试经验优先；|2.熟悉Hadoop生态相关技术并有相关实践经验者优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；|3.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理|4.具备自动化框架开发、AI agent开发实践者优先；|5.具备国际化出海测试经验者优先；|岗位亮点|1.有机会全身心地参与大数据测试体系建设工作中，体验并掌握大数据生态各个环节的核心技术要素；|2.有复杂的架构设计和算法逻辑实现，有承接面对上亿级的数据生态场景，每天处理PB级的数据平台，以及构建其上满足不同业务需求的丰富的数据产品；|3.这里有技术专业的数据团队，和技术大牛近距离接触，加入团队能够飞速成长；|4.在这里你可以和一群 geek 工程师一起解决技术难题，一起成长，一起体验激情创造的过程；",http://www.zhaopin.com/jobdetail/CC383625320J40752440409.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:42:48
大数据开发工程师（短期项目，银行经验）,北京青钱信息技术有限公司,北京,1.5-1.6万,3-5年,本科,,工作技能：|1. 具有3年以上工作经验，具备数仓建模理论知识，熟悉范式建模和维度建模，能够进行数据模型设计（MAPPING和物理模型设计）；|2. 精通SQL语言，能够根据设计方案输出高质量代码，可以进行代码优化；|3. 精通常用数据库系统(Oracle/Mysql/Greenplum/hive/tidb)，有丰富的存储过程开发、SQL优化等数据开发经验优先；|4. 具有ETL工具使用经验、适配和开发异构数据的传输工具程序；|5. 熟悉金融业务知识，了解银行相关业务系统及系统间的数据关系；,http://www.zhaopin.com/jobdetail/CC337626410J40843999710.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:42:51
ToB销售（头部科创AI大数据+高奖金提成),企知道大数据科技有限公司,无锡,8000-12000元·13薪,1-3年,大专,,【公司有资源+带教+培训系统，可长期稳定发展】|我们是一家经营10年以上工信部认证的大数据人工智能集团公司：企知道·维正集团公司，业务覆盖：知识产权、科技成果转化、科创服务、数智政务，B端服务到SAAS数智政务O2O+B2B2G，全景生态链业务战略，公司发展稳健长远。|【岗位职责】|1、深入学习知识产权专业知识、产业政策专业知识，科创资源专业知识及对应产品；|2、对接企业端客户，挖掘企业的知识产权及可申报的政府政策项目需求，并与企业进行商务洽谈;|3、通过为企业客户制定产业政策及科创资源的解决方案，完成业绩目标；|4、流程涉及：拓客挖掘需求、规划方案、商务洽谈、成交。|【任职要求】|1、全*制大专及以上学历，优秀人才可以适当放宽。|2、优秀的沟通技巧，1年以上B端客户开发销售经验优先；|3、抗压能力强、目标导向、积极主动。|【薪资福利】|1、薪资构成：无责底薪+提成【阶梯提点+项目提点】+激励奖金；|2、保障福利：入职即交五险一金，转正六险一金；|3、晋升体系：月度/季度均有晋升机会，晋升制度清晰、透明，不受司龄限制。,http://www.zhaopin.com/jobdetail/CCL1464680980J40895395908.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:42:53
AI大数据精准营销推广师/集团公司/晋升快,烟台信于行知识产权服务有限公司,烟台,5000-10000元,通伸,经验不限,,一、公司介绍：|公司总部在北京，全国50家分公司，发展了13年的大型集团性公司; 产品涉及海内外各大互联网平台：百度、抖音、360、豆包、谷歌、deepseek、Facebook、tiktok等等。为企业提供互联网电子商务方面服务。|二、岗位职责:|1、公司提供相关客户名单，通过电话、微信与客户联系，意向客户进行面谈沟通;|2、服务并解决所有B端客户在电子商务方面的需求和问题;|3、维护现有客户关系，拓展新的销售渠道。借助公司产品协助客户制定电商方案，协助|线上生意开通。|三、任职资格:|1、统招大专及以上学历，20-35岁【优秀者可放宽年龄要求】|2、热爱销售工作，性格大方开朗，喜欢与人沟通;|3、有互联网行业同行业相关工作经验者优先考虑;|四、公司福利：|1、每年安排4次员工全国学习机会，全国系统的培训，全国优秀员工的分享。|2、每年两次以上的公司省内外集体出游以及不定期部门旅游计划；|3、年底根据公司的业绩及完成任务的情况，有不同的年终奖励；|4、早8点25晚6点，不加班，国家法定节假日休息，保证员工享有充足的自我学习和充电时间，吸收信息、开阔视野；|5、发展路线： 销售代表- 部门主管- 团队经理- 分公司总监- 大区总监（负责三省以上的分公司管理工作）- 总部副总经理|6.无责底薪+高提成20%+交通补贴+奖金+孝亲奖，有同行经验者薪资面议（有500-1000的岗位津贴）,http://www.zhaopin.com/jobdetail/CCL1427780880J40988886204.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:42:55
信息技术部-系统分析岗（大数据开发）,国华人寿保险股份有限公司,上海,2-3万,5-10年,本科,,工作职责：|1、负责对接监管要求，完成监管项目（如保单登记平台、EAST系统等）的数据报送工作，以高度责任心确保数据的准确性、完整性与时效性。|2、负责落实监管机构的数据治理要求，协同业务相关部门制定与确认数据取数规则及口径，针对问题数据与特殊业务场景进行分析定位，推动完成专项数据治理任务，确保符合监管规范。|3、主导监管报送相关系统的日常建设、功能优化与运维管理，负责收集和整理数据及系统功能需求，管理数据规则、业务参数与系统接口，组织系统上线的业务测试，并进行日常问题的排查、跟踪与解决。|4、负责数据类项目的需求分析、数据仓库模型设计和实施、技术方案评审、关键代码开发。|5、建立并维护常态化的数据质量检测与监控机制，定期开展数据质量检查，主动发现、记录并分析数据问题，配合源端系统共同推动源头数据治理，实现数据质量的持续提升与闭环管理。|任职要求：|1、本科及以上学历，计算机科学与技术，计算机软件、数据等相关专业；|2、精通SQL，熟悉数据仓库理论，熟悉维度建模，至少具有五年大数据开发经验；|3、具备较强的沟通协调能力和执行力，逻辑清晰，擅长拆解复杂问题，并善于和用户沟通交流；|4、熟悉JAVA语言及其开发框架和技术栈，熟悉Oracle/Mysql等数据库，熟悉Hadoop、Spark、Hive、Flink、Kafka等相关大数据技术，并具备编码、调试及优化能力；|5、熟悉保险核心业务系统、深入了解保险核心业务流程，具有银行、保险等金融行业大数据系统开发经验者优先。,http://www.zhaopin.com/jobdetail/CC120613400J40841016605.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:42:57
人工智能+大数据软件销售实习生,企知道大数据科技有限公司,天津,120-150元/天,,本科,,岗位职责：|1、负责意向客户的开发、洽谈、跟进及转化，完成个人既定业绩目标；|2、与企业建立深度合作关系，解决产品售卖过程中的问题，提高客户满意度；|3、定期定量进行回访工作，做好客情维护工作。|4、与客户建立长期良好合作关系，提供全面的一站式服务。|5、公司有健全的培训体系，无相关行业经验亦可快速上手。|任职要求：|1、本科及以上学历，26届应届生。|2、口齿清晰，普通话标准，语音富有感染力，积极向上。|3、对工作有较高的热情，看好知识产权行业的发展前景。|4、具备较强的自我学习和总结能力，具备优秀的客户沟通能力。|5、执行力强，追求团队带动个人价值，具备良好的应变能力和承压能力。,http://www.zhaopin.com/jobdetail/CCL1464680980J40915617408.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:00
大数据应用测试工程师,北京三快在线科技有限公司,成都,面议,经验不限,本科,,"基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。|在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。|在这里，我们有超强的技术氛围，持续向社区贡献业界实践，加速行业技术发展；我们有完善的互联网学习生态圈，重视底层逻辑和方法论，助力职业生涯的非线性成长。|真诚地邀请你，和我们一起驱动技术发展，创造行业价值。|岗位职责|1.负责大数据相关业务（数据引擎、数据中台、数据应用等）全流程的质量保证工作；|2.参与需求分析评审、系统设计、制定测试计划、设计和执行测试用例、开发维护自动化测试用例、把控项目进度和风险、分析和改进线上问题等；|3.根据项目需要，推动产品、设计、研发等角色，按时保质交付产品上线；|4.分析产品质量和研发过程质量，熟练应用质量相关工具，推动质量持续改进；|5.建设大数据稳定性测试体系，包括性能压测、可靠性、长稳、规格等，保障并支撑业务的稳定性指标达成，提升团队稳定性测试能力；|6.提升团队自动化开发效率、覆盖率、运营效果，结合AI在测试流程生命周期里解决能效问题，高效保障需求上线和质量保障工作；|岗位基本需求|1.计算机或相关专业本科及以上学历，有大数据测试经验者优先；|2.熟悉大数据相关组件，包括hadoop、spark,clickhouse等存算湖仓引擎；|3.熟悉数据中台和数据应用，进行过数据开发治理、BI报表、画像等数据平台和应用测试；|4.精通测试和质量理论知识，掌握稳定性测试方法并有相关的优秀实践；|5.能够指导团队开展各环节测试，沉淀切实有效的最佳实践，并推广应用辐射团队；|6.独立完成复杂专项测试，指导团队完成专项测试；|7.具有良好的编程能力（熟悉Java/Python至少一门语言），丰富的工具开发和自动化测试经验；|8.熟练使用Linux系统，具有实际测试环境搭建和维护管理的经验；|9.熟悉容器化平台（K8S），具有相关的测试和维护管理经验；|10.具备良好的团队合作精神，善于协调沟通，具备较强的问题定位和推动解决能力；|11.能面对大数据的机遇与挑战，保持工作激情；|具备以下者优先|1.具有大数据相关测试经验优先；|2.熟悉Hadoop生态相关技术并有相关实践经验者优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；|3.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理|4.具备自动化框架开发、AI agent、AI CODING开发实践者优先；|5.具备国际化出海测试经验者优先；|岗位亮点|1.有机会全身心地参与大数据测试体系建设工作中，体验并掌握大数据生态各个环节的核心技术要素；|2.有复杂的架构设计和算法逻辑实现，有承接面对上亿级的数据生态场景，每天处理PB级的数据平台，以及构建其上满足不同业务需求的丰富的数据产品；|3.这里有技术专业的数据团队，和技术大牛近距离接触，加入团队能够飞速成长；|4.在这里你可以和一群 geek 工程师一起解决技术难题，一起成长，一起体验激情创造的过程；",http://www.zhaopin.com/jobdetail/CC383625320J40828312309.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:02
大数据开发工程师,徐工汉云技术股份有限公司,南京,2-3万,经验不限,本科,,岗位职责：|1、负责海量工业物联网领域的大数据处理，数据挖掘，数据治理等工作。|2、负责数据任务的部署、监控、调优与故障排查，确保数据流稳定运行与高效处理。|3、与数据开发、算法、业务团队协作，理解数据需求并设计合理的数据处理流程。|4、编写技术文档，沉淀开发与运维经验，推动团队技术标准化。|任职资格：|1、本科及以上学历，计算机、软件工程、数据科学等相关专业。|2、熟悉大数据生态，具有3年以上大数据开发或数据平台相关经验。|3、精通 Apache NiFi，具备数据流程设计、Processor开发、集群部署与调优经验。|4、精通 Apache Flink，熟悉 DataStream/Table API，具备状态管理、窗口计算、Exactly-Once 语义等开发与调优经验。|5、熟悉一种以上消息队列（如 Kafka、Rocketmq）与常用数据存储（如 HDFS、HBase、Redis、MySQL）。|6、熟练掌握 Java，具备扎实的编码与调试能力。|7、具备良好的系统思维和问题分析能力，能够独立承担数据流任务的设计与开发。|具备以下经验或条件者优先：|熟悉容器化部署（Docker/K8s），有大数据组件在云上部署与运维经验。|具备数据任务性能调优经验，能针对数据倾斜、反压、资源利用等问题进行有效优化。,http://www.zhaopin.com/jobdetail/CC336506980J40841572810.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:04
大客户销售（AI大数据平台）,企知道大数据科技有限公司,常州,1-1.5万,1-3年,大专,,企知道是一家基于大数据、云计算、人工智能技术，向企业提供科创服务（知识产权、产业政策申报、产学研对接、科创金融等）、SaaS平台服务、科创AI大数据服务的专业服务机构，知识产权行业龙头企业，致力于提升全天下企业核心竞争力。总部位于深圳，全国设有60多家分子公司，累计合作客户20万家，员工超5000人。|【公司产品】科创大数据服务平台+科技项目申报+专利+财税服务，是国家工信部认定的全国唯一的科创服务类大数据产业发展示范企业|【工作内容】电销+面销|1、面向制造业、商贸业、科技型公司等企业客户，挖掘需求，推广大数据AI产品；|2、紧跟市场经济环境，深度学习研究公司的产品内容；|3、与意向客户进行线上或线下的商务谈判，解决客户疑虑，达成合作；|4、完成个人业绩目标，并与团队成员配合，实现团队业绩目标；|5、工作流程：电话邀约—线下面谈—商务洽谈—成交签单|【任职要求】|1、统招大专及以上学历；|2、具有1年以上大客户销售经验，有IT行业、软件、企业服务等行业销售经验优先；|3、逻辑思维强，善于总结并具备解决问题的能力；具备良好的目标感、主动性、学习能力和沟通能力；|4、看好大数据、人工智能行业的发展前景，有志于在本行业长期发展。|【工作时间】|上午8:30-12:00，下午13:30-18:00，周日固定休息，法定节假日按国家通知放假。|【薪资待遇】|1、薪资待遇：无责任底薪（5k—10k，专员5k—6k，干部6k—10k，具体定薪依据面试定级确认）+高额提成（6%—15%，客单价10w—50w）+奖金（月度、季度、年度），人均月薪1w-2w；|2、入职即缴纳五险一金+转正后额外缴纳商业险+节日福利+生日福利+节日聚餐+定期体检+期权等；|3、培训：线上+线下培训模式，线上企业大学平台提供相应网课，线下资深老师带教，对无行业经验新人也可快速上手；|4、晋升机会公开透明：按照业绩能力，无排资论辈，专员—组长—主管—经理—分总。,http://www.zhaopin.com/jobdetail/CCL1464680980J40825562608.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:07
大数据权限系统研发工程师,北京三快在线科技有限公司,北京,面议,3-5年,本科,,基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。|在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。|在这里，我们有超强的技术氛围，持续向社区贡献业界实践，加速行业技术发展；我们有完善的互联网学习生态圈，重视底层逻辑和方法论，助力职业生涯的非线性成长。|真诚地邀请你，和我们一起驱动技术发展，创造行业价值。|岗位职责|1、 构建海量数据权限管控的基础设施和核心能力。并对现有系统进行优化，包括不局限大数据权限管理、权限认证、权限审批工作流等工作|2、负责数据权限管控需求分析、架构设计与开发，与数据开发团队、BI应用团队配合，进行日常迭代与性能优化等工作。|3、大数据安全风险持续治理，识别、协同、跟踪、改进优化和事后评估等|岗位基本需求|1、计算机基础扎实，有5年以上Java研发经验，熟练使用主流Java技术栈框架|2、熟悉服务架构搭建、数据库使用与原理、以及中间件技术，如java springboot、MySQL、MQ等|3、具有较好的软件工程知识和编码规范意识，对代码和设计质量有严格要求，重视Code Review|4、具备良好的沟通能力和跨部门协作的能力，自我驱动的工作习惯，注重团队协作的同时具备拿结果的意识和能力|具备以下者优先|1、熟悉国内外大数据安全产品和技术体系，有大数据数仓权限/BI应用权限经验、熟悉ABAC、RBAC权限模型技术者优先。|2、熟悉业界主流大数据服务端技术框架，有大数据产品工具开发经验者优先|岗位亮点|1、 亲身参与大数据安全体系设计，包含不局限数仓库/表权限管理体系、BI应用权限体系。|2、 参与运营持续迭代大数据安全架构，享受架构能力、系统开发能力、沟通协调能力、团队协作能力和创新解决问题能力的全面自我提升,http://www.zhaopin.com/jobdetail/CC383625320J40829837609.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:09
大数据测试开发工程师,外企德科数字技术有限公司,杭州,1.3-2.6万·14薪,经验不限,本科,,岗位职责：|参与云端大数据服务与产品的质量保障体系建设，负责测试方案设计、自动化脚本开发及系统质量评估；|深入理解大数据产品架构，参与测试工具与平台研发，提升测试效能与产品可靠性；|基于竞品分析与用户反馈，协助优化产品体验与服务质量；|支持重点项目全流程测试，参与技术难题攻关与问题定位。|职位要求：|统招本科及以上学历，计算机、软件工程等相关专业优先；|具备良好的计算机基础知识，熟悉数据结构、操作系统、网络等；|至少掌握 Java/Python/C++/C/GO其中一种编程语言，有编码实践更佳；|对云计算、大数据技术感兴趣，具备较强的逻辑思维和学习能力；|不限经验，入职后配备一对一导师全程带教。|我们提供：|双休、带薪年假、法定节假日等完整假期体系；|试用期薪资全额发放，不打折；入职五险一金全额缴纳；|行业前沿的技术平台与项目实践，深入接触大规模分布式系统；|完善的入职培训与导师制，助力快速成长与能力提升；|开放、协作的团队氛围，专注技术落地与创新。,http://www.zhaopin.com/jobdetail/CCL1480117890J40841104205.htm?refcode=4019&srccode=401903&preactionid=938910cf-4104-425d-bf81-0b8f62c2aebc,zhaopin,2026-03-13 17:43:11
